,query,time
7920,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water2064.jpg --command ""s.grayscale=sepia&s.brightness=0.5&format=png&s.saturation=0.9""",0.034956
7921,"imageflow_tool v1/querystring --in in/6.jpg --out out/water2103.jpg --command ""s.contrast=-0.7&s.grayscale=sepia&w=1000&f.sharpenwhen=always&f.sharpen=10&s.alpha=0.6""",5.312588
7922,"imageflow_tool v1/querystring --in in/41.webp --out out/water2062.jpg --command ""s.grayscale=true&s.alpha=0.1&format=png&png.quality=20&s.saturation=0.2""",0.202672
7923,"imageflow_tool v1/querystring --in in/6.jpg --out out/water2061.jpg --command ""s.grayscale=sepia&format=jpeg&jpeg.turbo=true&format=png&png.quality=30""",0.030886
7924,"imageflow_tool v1/querystring --in in/26.jpg --out out/water2060.jpg --command ""s.grayscale=sepia&w=800&format=webp&webp.lossless=true&s.grayscale=true""",0.381974
7925,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water2059.jpg --command ""s.contrast=1.0&s.grayscale=true&s.saturation=0.8""",0.804214
7926,"imageflow_tool v1/querystring --in in/16.webp --out out/water2058.jpg --command ""srotate=90&srotate=270&flip=y&s.brightness=0.6&s.contrast=0.3""",0.098
7927,"imageflow_tool v1/querystring --in in/41.webp --out out/water2057.jpg --command ""s.contrast=0.2&f.sharpenwhen=always&f.sharpen=20&s.brightness=0.6""",0.183662
7928,"imageflow_tool v1/querystring --in in/27.jpg --out out/water2056.jpg --command ""h=200&rotate=270&s.brightness=-0.0&h=1000&s.grayscale=sepia""",0.04013
7929,"imageflow_tool v1/querystring --in in/36.webp --out out/water2055.jpg --command ""format=webp&webp.quality=30&w=1000&format=jpeg&w=1000&s.grayscale=sepia""",0.177093
7930,"imageflow_tool v1/querystring --in in/42.webp --out out/water2079.jpg --command ""h=400&format=jpeg&rotate=270&format=png&png.quality=10""",4.997145
7931,"imageflow_tool v1/querystring --in in/32.jpg --out out/water2053.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=90&s.contrast=0.3&w=800&flip=y&format=png""",0.033868
7932,"imageflow_tool v1/querystring --in in/16.webp --out out/water2074.jpg --command ""format=jpeg&format=jpeg&jpeg.quality=30&w=1000&s.grayscale=sepia""",4.853556
7933,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water2052.jpg --command ""format=png&png.quality=70&format=jpeg&jpeg.turbo=true&h=600&flip=y""",0.49
7934,"imageflow_tool v1/querystring --in in/27.jpg --out out/water2051.jpg --command ""s.grayscale=true&s.grayscale=sepia&f.sharpenwhen=always&f.sharpen=80""",0.293292
7935,"imageflow_tool v1/querystring --in in/24.jpg --out out/water2049.jpg --command ""s.saturation=0.1&s.contrast=0.6&format=jpeg&jpeg.quality=40&w=400&f.sharpenwhen=always&f.sharpen=0""",0.059856
7936,"imageflow_tool v1/querystring --in in/46.webp --out out/water2050.jpg --command ""s.grayscale=sepia&format=webp&webp.lossless=true&f.sharpenwhen=always&f.sharpen=90&format=jpeg&jpeg.turbo=true&jpeg.quality=50""",0.679883
7937,"imageflow_tool v1/querystring --in in/45.webp --out out/water2047.jpg --command ""h=400&s.brightness=0.8&s.saturation=0.7&s.brightness=0.8""",0.065487
7938,"imageflow_tool v1/querystring --in in/6.jpg --out out/water2046.jpg --command ""s.contrast=-0.5&s.alpha=0.0&s.saturation=-0.5&format=webp&webp.lossless=true&srotate=270""",0.050124
7939,"imageflow_tool v1/querystring --in in/38.webp --out out/water2045.jpg --command ""w=200&srotate=180&s.brightness=-0.7""",0.025782
7940,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water2044.jpg --command ""s.grayscale=true&srotate=180&format=webp&webp.quality=30""",0.016094
7941,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water2043.jpg --command ""format=jpeg&w=600&srotate=180""",0.174103
7942,"imageflow_tool v1/querystring --in in/11.jpg --out out/water2042.jpg --command ""format=webp&webp.lossless=true&srotate=180&s.grayscale=sepia&w=600""",0.248901
7943,"imageflow_tool v1/querystring --in in/14.jpg --out out/water2041.jpg --command ""format=jpeg&s.contrast=-0.0&h=400""",0.112099
7944,"imageflow_tool v1/querystring --in in/11.jpg --out out/water2040.jpg --command ""format=jpeg&jpeg.quality=100&format=jpeg&jpeg.turbo=true&s.contrast=0.5&w=800""",0.032908
7945,"imageflow_tool v1/querystring --in in/29.jpg --out out/water2039.jpg --command ""format=png&f.sharpenwhen=always&f.sharpen=50&w=400&s.saturation=-0.7""",0.053093
7946,"imageflow_tool v1/querystring --in in/19.webp --out out/water2054.jpg --command ""format=jpeg&jpeg.quality=60&srotate=90&srotate=90""",3.458033
7947,"imageflow_tool v1/querystring --in in/10.jpg --out out/water2037.jpg --command ""w=1000&s.grayscale=true&format=png&png.quality=90&h=800&s.contrast=-0.9""",0.22423
7948,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water2048.jpg --command ""s.alpha=0.3&format=jpeg&jpeg.turbo=true&jpeg.quality=90&h=800&format=jpeg&format=webp&webp.lossless=true""",2.559991
7949,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water2035.jpg --command ""rotate=180&format=jpeg&s.brightness=-0.8""",0.080445
7950,"imageflow_tool v1/querystring --in in/48.jpg --out out/water2034.jpg --command ""s.grayscale=true&format=jpeg&f.sharpenwhen=always&f.sharpen=40&s.grayscale=sepia""",0.210874
7951,"imageflow_tool v1/querystring --in in/4.jpg --out out/water2134.jpg --command ""s.alpha=0.3&h=800&format=jpeg&jpeg.turbo=true&jpeg.quality=40&format=webp&webp.quality=10""",19.177009
7952,"imageflow_tool v1/querystring --in in/5.jpg --out out/water2036.jpg --command ""f.sharpenwhen=always&f.sharpen=40&format=webp&webp.lossless=true&f.sharpenwhen=always&f.sharpen=10&s.alpha=0.4&s.contrast=0.7""",0.922365
7953,"imageflow_tool v1/querystring --in in/48.jpg --out out/water2032.jpg --command ""s.grayscale=true&s.contrast=0.4&s.saturation=0.9""",0.11422
7954,"imageflow_tool v1/querystring --in in/16.webp --out out/water2031.jpg --command ""s.alpha=0.9&f.sharpenwhen=always&f.sharpen=40&s.grayscale=true&rotate=90""",0.089719
7955,"imageflow_tool v1/querystring --in in/13.jpg --out out/water2029.jpg --command ""s.grayscale=true&format=png&png.quality=30&s.contrast=0.1&s.contrast=-0.5&s.grayscale=sepia""",0.06941
7956,"imageflow_tool v1/querystring --in in/5.jpg --out out/water2028.jpg --command ""format=jpeg&jpeg.quality=40&s.saturation=-0.8&s.saturation=-0.9&h=1000""",0.112474
7957,"imageflow_tool v1/querystring --in in/26.jpg --out out/water2027.jpg --command ""flip=y&s.saturation=-0.8&s.contrast=0.5&srotate=270""",0.114118
7958,"imageflow_tool v1/querystring --in in/35.webp --out out/water2030.jpg --command ""h=1000&s.saturation=-0.4&format=webp&webp.lossless=true&format=webp&webp.quality=90&rotate=180""",0.885344
7959,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water2026.jpg --command ""s.brightness=0.2&s.alpha=0.5&rotate=270""",0.522666
7960,"imageflow_tool v1/querystring --in in/13.jpg --out out/water2024.jpg --command ""s.brightness=-0.3&s.saturation=0.9&s.saturation=0.5&format=png&s.alpha=0.7""",0.17884
7961,"imageflow_tool v1/querystring --in in/35.webp --out out/water2023.jpg --command ""s.saturation=0.1&s.grayscale=sepia&s.contrast=-0.0&srotate=90""",0.288311
7962,"imageflow_tool v1/querystring --in in/37.webp --out out/water2022.jpg --command ""rotate=180&flip=xy&format=webp&webp.quality=30""",0.059747
7963,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water2021.jpg --command ""s.brightness=-0.6&s.saturation=0.0&s.brightness=1.0&format=png""",0.786606
7964,"imageflow_tool v1/querystring --in in/23.webp --out out/water2020.jpg --command ""s.contrast=-0.4&h=800&srotate=270&format=png&png.quality=0""",0.205421
7965,"imageflow_tool v1/querystring --in in/25.jpg --out out/water2019.jpg --command ""format=jpeg&jpeg.turbo=true&s.saturation=-0.9&s.brightness=0.4&h=200""",0.036305
7966,"imageflow_tool v1/querystring --in in/6.jpg --out out/water2018.jpg --command ""s.contrast=-0.1&f.sharpenwhen=always&f.sharpen=20&h=600""",0.159599
7967,"imageflow_tool v1/querystring --in in/4.jpg --out out/water2065.jpg --command ""s.brightness=0.4&rotate=180&w=800&h=600&s.saturation=0.9""",12.190121
7968,"imageflow_tool v1/querystring --in in/46.webp --out out/water2017.jpg --command ""f.sharpenwhen=always&f.sharpen=20&s.alpha=0.2&flip=xy&rotate=90""",0.186969
7969,"imageflow_tool v1/querystring --in in/10.jpg --out out/water2016.jpg --command ""h=800&format=jpeg&jpeg.turbo=true&s.saturation=0.9""",0.048722
7970,"imageflow_tool v1/querystring --in in/22.jpg --out out/water2014.jpg --command ""s.saturation=0.2&w=1000&format=jpeg&jpeg.turbo=true""",0.031596
7971,"imageflow_tool v1/querystring --in in/4.jpg --out out/water2015.jpg --command ""format=png&format=jpeg&s.brightness=0.9""",0.200792
7972,"imageflow_tool v1/querystring --in in/9.webp --out out/water2013.jpg --command ""s.brightness=0.8&s.brightness=0.3&srotate=180""",0.032949
7973,"imageflow_tool v1/querystring --in in/7.webp --out out/water2012.jpg --command ""s.contrast=-0.9&s.contrast=0.6&rotate=180&format=webp&webp.lossless=true&h=400""",0.277233
7974,"imageflow_tool v1/querystring --in in/21.jpg --out out/water2011.jpg --command ""w=600&f.sharpenwhen=always&f.sharpen=60&s.alpha=0.6&format=webp&webp.lossless=true&s.contrast=-0.8""",0.205433
7975,"imageflow_tool v1/querystring --in in/23.webp --out out/water2038.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=90&s.contrast=0.8&rotate=270&f.sharpenwhen=always&f.sharpen=80""",6.217726
7976,"imageflow_tool v1/querystring --in in/12.webp --out out/water2008.jpg --command ""s.contrast=0.8&w=1000&h=1000""",0.042558
7977,"imageflow_tool v1/querystring --in in/46.webp --out out/water2010.jpg --command ""format=png&rotate=90&s.saturation=0.9""",0.250106
7978,"imageflow_tool v1/querystring --in in/37.webp --out out/water2007.jpg --command ""format=png&png.quality=100&format=jpeg&jpeg.quality=0&s.grayscale=true&s.alpha=0.5""",0.12812
7979,"imageflow_tool v1/querystring --in in/37.webp --out out/water2005.jpg --command ""srotate=90&w=800&format=webp&webp.quality=70""",0.140697
7980,"imageflow_tool v1/querystring --in in/23.webp --out out/water2004.jpg --command ""format=jpeg&format=jpeg&jpeg.turbo=true&w=400&h=200""",0.709514
7981,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water2003.jpg --command ""s.saturation=-0.8&rotate=180&format=webp&webp.quality=10&format=png""",0.456474
7982,"imageflow_tool v1/querystring --in in/46.webp --out out/water2002.jpg --command ""s.grayscale=sepia&format=png&flip=xy&s.alpha=0.4""",0.406194
7983,"imageflow_tool v1/querystring --in in/14.jpg --out out/water2001.jpg --command ""s.saturation=0.4&s.contrast=-0.9&s.contrast=-0.8&format=png&s.brightness=-0.9""",0.160525
7984,"imageflow_tool v1/querystring --in in/12.webp --out out/water2000.jpg --command ""s.brightness=-0.3&s.saturation=0.1&format=webp&webp.lossless=true&format=jpeg&jpeg.quality=90&flip=x""",0.279137
7985,"imageflow_tool v1/querystring --in in/27.jpg --out out/water1999.jpg --command ""s.grayscale=true&s.contrast=0.9&format=png&png.quality=30&format=jpeg&jpeg.turbo=true""",0.255731
7986,"imageflow_tool v1/querystring --in in/44.webp --out out/water2006.jpg --command ""s.grayscale=true&format=jpeg&jpeg.turbo=true&jpeg.quality=40&s.alpha=0.8&s.grayscale=sepia&format=png&png.quality=70""",3.362599
7987,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water1997.jpg --command ""s.grayscale=true&s.contrast=-0.5&w=200&flip=xy&s.grayscale=sepia""",0.104241
7988,"imageflow_tool v1/querystring --in in/34.webp --out out/water1996.jpg --command ""format=webp&webp.quality=90&format=png&png.quality=10&f.sharpenwhen=always&f.sharpen=40""",0.54715
7989,"imageflow_tool v1/querystring --in in/14.jpg --out out/water2033.jpg --command ""s.alpha=0.8&f.sharpenwhen=always&f.sharpen=90&s.grayscale=true&w=600""",10.574411
7990,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water1994.jpg --command ""s.alpha=0.1&f.sharpenwhen=always&f.sharpen=70&w=600&h=600&format=png""",0.054107
7991,"imageflow_tool v1/querystring --in in/9.webp --out out/water1993.jpg --command ""w=600&s.grayscale=sepia&srotate=270&s.alpha=0.9""",0.07543
7992,"imageflow_tool v1/querystring --in in/4.jpg --out out/water1992.jpg --command ""s.grayscale=true&flip=x&s.brightness=0.3""",0.243442
7993,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water1998.jpg --command ""f.sharpenwhen=always&f.sharpen=20&format=png&png.quality=30&s.grayscale=sepia&srotate=90&s.grayscale=sepia""",2.957805
7994,"imageflow_tool v1/querystring --in in/16.webp --out out/water1990.jpg --command ""srotate=270&format=jpeg&jpeg.quality=30&h=200&flip=y&rotate=90""",0.306815
7995,"imageflow_tool v1/querystring --in in/11.jpg --out out/water1989.jpg --command ""s.brightness=-0.9&s.grayscale=true&h=600""",0.067622
7996,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water1995.jpg --command ""s.alpha=0.4&s.saturation=0.1&srotate=180""",2.495901
7997,"imageflow_tool v1/querystring --in in/32.jpg --out out/water1988.jpg --command ""format=webp&webp.quality=90&s.brightness=-0.1&format=webp&webp.quality=40&s.grayscale=true&s.brightness=-0.8""",0.107931
7998,"imageflow_tool v1/querystring --in in/3.webp --out out/water1987.jpg --command ""flip=xy&format=png&s.contrast=-0.6&s.alpha=0.4&format=png""",0.109778
7999,"imageflow_tool v1/querystring --in in/5.jpg --out out/water1986.jpg --command ""s.grayscale=true&s.brightness=-0.5&s.saturation=-0.3&s.brightness=0.7""",0.13206
8000,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water1985.jpg --command ""flip=y&h=600&format=webp&webp.quality=40&format=png&png.quality=20""",0.055474
8001,"imageflow_tool v1/querystring --in in/20.webp --out out/water1984.jpg --command ""srotate=90&s.grayscale=sepia&srotate=270""",0.038359
8002,"imageflow_tool v1/querystring --in in/4.jpg --out out/water1983.jpg --command ""s.contrast=-0.5&format=jpeg&jpeg.turbo=true&rotate=180&format=jpeg&format=webp&webp.lossless=true""",0.029708
8003,"imageflow_tool v1/querystring --in in/5.jpg --out out/water1982.jpg --command ""w=200&s.brightness=0.5&s.saturation=0.9""",0.031087
8004,"imageflow_tool v1/querystring --in in/10.jpg --out out/water1981.jpg --command ""format=webp&webp.lossless=true&s.saturation=-0.5&s.grayscale=sepia&w=400&format=jpeg&jpeg.turbo=true&jpeg.quality=30""",0.138415
8005,"imageflow_tool v1/querystring --in in/24.jpg --out out/water1980.jpg --command ""f.sharpenwhen=always&f.sharpen=40&s.saturation=-0.2&s.grayscale=true&srotate=270""",0.092859
8006,"imageflow_tool v1/querystring --in in/1.jpeg --out out/water1979.jpg --command ""s.saturation=-0.0&f.sharpenwhen=always&f.sharpen=0&s.grayscale=sepia&s.brightness=0.2&f.sharpenwhen=always&f.sharpen=40""",0.050317
8007,"imageflow_tool v1/querystring --in in/16.webp --out out/water1978.jpg --command ""s.grayscale=true&w=200&s.brightness=0.3&s.brightness=-0.6&format=png""",0.016858
8008,"imageflow_tool v1/querystring --in in/22.jpg --out out/water1976.jpg --command ""s.brightness=-0.5&flip=xy&s.brightness=-0.5""",0.110704
8009,"imageflow_tool v1/querystring --in in/29.jpg --out out/water2025.jpg --command ""h=800&s.alpha=0.2&rotate=270&w=600""",11.951319
8010,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water1975.jpg --command ""format=webp&webp.quality=100&f.sharpenwhen=always&f.sharpen=80&format=jpeg&jpeg.turbo=true&jpeg.quality=20&s.alpha=0.3&h=600""",0.025448
8011,"imageflow_tool v1/querystring --in in/38.webp --out out/water1974.jpg --command ""s.contrast=0.5&h=400&format=png&s.alpha=0.8&s.alpha=0.7""",0.06787
8012,"imageflow_tool v1/querystring --in in/11.jpg --out out/water1973.jpg --command ""s.grayscale=sepia&s.grayscale=true&s.contrast=-0.8&srotate=270""",0.053891
8013,"imageflow_tool v1/querystring --in in/11.jpg --out out/water1971.jpg --command ""flip=xy&s.brightness=-0.6&s.brightness=-0.1&s.grayscale=true""",0.051515
8014,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water1972.jpg --command ""s.contrast=0.5&w=800&s.brightness=1.0""",0.249637
8015,"imageflow_tool v1/querystring --in in/46.webp --out out/water2063.jpg --command ""s.alpha=1.0&s.saturation=0.6&format=jpeg&jpeg.turbo=true""",21.627598
8016,"imageflow_tool v1/querystring --in in/37.webp --out out/water1969.jpg --command ""format=webp&webp.quality=40&h=600&s.contrast=-0.2""",0.06352
8017,"imageflow_tool v1/querystring --in in/14.jpg --out out/water1968.jpg --command ""f.sharpenwhen=always&f.sharpen=70&s.saturation=0.4&s.grayscale=true""",0.19467
8018,"imageflow_tool v1/querystring --in in/24.jpg --out out/water1967.jpg --command ""format=png&png.quality=30&h=600&format=webp&webp.lossless=true""",0.156627
8019,"imageflow_tool v1/querystring --in in/33.jpg --out out/water1966.jpg --command ""rotate=90&f.sharpenwhen=always&f.sharpen=0&h=400""",0.077535
8020,"imageflow_tool v1/querystring --in in/44.webp --out out/water1964.jpg --command ""rotate=270&s.saturation=-0.5&s.alpha=0.5&s.saturation=0.7&s.alpha=0.7""",0.076612
8021,"imageflow_tool v1/querystring --in in/44.webp --out out/water1991.jpg --command ""s.grayscale=sepia&format=jpeg&jpeg.turbo=true&jpeg.quality=60&s.contrast=-0.9&s.grayscale=true""",3.404737
8022,"imageflow_tool v1/querystring --in in/39.webp --out out/water1962.jpg --command ""s.brightness=0.9&h=1000&srotate=270&f.sharpenwhen=always&f.sharpen=20""",0.192176
8023,"imageflow_tool v1/querystring --in in/2.jpg --out out/water1965.jpg --command ""srotate=270&rotate=90&srotate=90&format=webp&webp.lossless=true""",0.697404
8024,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water1961.jpg --command ""format=webp&webp.lossless=true&s.grayscale=sepia&format=png&png.quality=80&flip=xy&format=png""",0.113639
8025,"imageflow_tool v1/querystring --in in/41.webp --out out/water1960.jpg --command ""rotate=90&s.grayscale=true&s.brightness=-0.7&srotate=90""",0.068515
8026,"imageflow_tool v1/querystring --in in/37.webp --out out/water1958.jpg --command ""format=png&rotate=180&format=jpeg&jpeg.quality=70&format=webp&webp.quality=80""",0.191627
8027,"imageflow_tool v1/querystring --in in/20.webp --out out/water1977.jpg --command ""srotate=270&rotate=90&format=jpeg""",2.538252
8028,"imageflow_tool v1/querystring --in in/3.webp --out out/water1956.jpg --command ""srotate=90&f.sharpenwhen=always&f.sharpen=40&format=webp&webp.quality=100&format=png&png.quality=80&format=jpeg&jpeg.turbo=true""",0.071888
8029,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water1955.jpg --command ""format=png&s.brightness=0.1&s.saturation=0.7""",0.036081
8030,"imageflow_tool v1/querystring --in in/9.webp --out out/water1963.jpg --command ""s.brightness=0.2&s.contrast=0.5&rotate=180&format=jpeg&jpeg.turbo=true""",1.413958
8031,"imageflow_tool v1/querystring --in in/2.jpg --out out/water1954.jpg --command ""s.grayscale=sepia&flip=xy&s.grayscale=sepia&s.grayscale=sepia""",0.253226
8032,"imageflow_tool v1/querystring --in in/39.webp --out out/water1952.jpg --command ""format=jpeg&jpeg.quality=0&w=200&srotate=90&format=png&format=webp&webp.quality=30""",0.626214
8033,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water1951.jpg --command ""f.sharpenwhen=always&f.sharpen=70&w=200&flip=xy""",0.095545
8034,"imageflow_tool v1/querystring --in in/28.jpeg --out out/water1950.jpg --command ""format=png&png.quality=0&s.brightness=-0.6&s.saturation=-0.6&s.brightness=0.5""",0.125271
8035,"imageflow_tool v1/querystring --in in/5.jpg --out out/water1949.jpg --command ""format=jpeg&jpeg.quality=60&s.contrast=-0.5&h=600&srotate=90""",0.081789
8036,"imageflow_tool v1/querystring --in in/26.jpg --out out/water1948.jpg --command ""format=webp&webp.lossless=true&s.saturation=-0.1&s.grayscale=true&s.grayscale=true&s.alpha=0.7""",0.269832
8037,"imageflow_tool v1/querystring --in in/39.webp --out out/water1947.jpg --command ""srotate=180&rotate=90&s.grayscale=sepia&format=webp&webp.quality=80""",0.102169
8038,"imageflow_tool v1/querystring --in in/tiles.jpg --out out/water1946.jpg --command ""srotate=90&format=webp&webp.quality=60&s.saturation=0.4&f.sharpenwhen=always&f.sharpen=40&w=400""",0.332187
8039,"imageflow_tool v1/querystring --in in/12.webp --out out/water1945.jpg --command ""flip=y&f.sharpenwhen=always&f.sharpen=80&rotate=180""",0.11876
8040,"imageflow_tool v1/querystring --in in/10.jpg --out out/water1944.jpg --command ""srotate=90&s.saturation=0.6&s.contrast=0.4""",0.255264
8041,"imageflow_tool v1/querystring --in in/29.jpg --out out/water1943.jpg --command ""f.sharpenwhen=always&f.sharpen=90&format=jpeg&jpeg.turbo=true&s.grayscale=true""",0.076867
8042,"imageflow_tool v1/querystring --in in/19.webp --out out/water1942.jpg --command ""f.sharpenwhen=always&f.sharpen=0&format=png&png.quality=10&srotate=90""",0.305952
8043,"imageflow_tool v1/querystring --in in/36.webp --out out/water1941.jpg --command ""f.sharpenwhen=always&f.sharpen=80&w=600&s.grayscale=sepia""",0.202698
8044,"imageflow_tool v1/querystring --in in/8.jpeg --out out/water1940.jpg --command ""s.grayscale=sepia&s.grayscale=sepia&s.saturation=-0.1&s.alpha=0.4""",0.527498
8045,"imageflow_tool v1/querystring --in in/48.jpg --out out/water1939.jpg --command ""format=jpeg&jpeg.turbo=true&srotate=270&s.grayscale=true&s.brightness=-0.6&s.saturation=-0.0""",0.062938
8046,"imageflow_tool v1/querystring --in in/43.jpeg --out out/water1938.jpg --command ""w=400&f.sharpenwhen=always&f.sharpen=70&format=jpeg&jpeg.turbo=true&jpeg.quality=60&flip=y""",0.005121
8047,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water1937.jpg --command ""w=600&s.alpha=0.7&h=800&format=png&png.quality=60""",0.415308
8048,"imageflow_tool v1/querystring --in in/42.webp --out out/water1936.jpg --command ""format=png&png.quality=10&h=600&s.grayscale=true&w=200&f.sharpenwhen=always&f.sharpen=30""",0.057853
8049,"imageflow_tool v1/querystring --in in/10.jpg --out out/water1935.jpg --command ""s.grayscale=sepia&format=png&s.saturation=0.8&flip=x""",0.42248
8050,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water1934.jpg --command ""s.grayscale=true&rotate=90&f.sharpenwhen=always&f.sharpen=10&s.grayscale=sepia&w=800""",0.031923
8051,"imageflow_tool v1/querystring --in in/47.webp --out out/water2009.jpg --command ""w=1000&s.saturation=0.8&w=400&format=jpeg&jpeg.quality=40&s.grayscale=sepia""",18.486082
8052,"imageflow_tool v1/querystring --in in/44.webp --out out/water1932.jpg --command ""h=400&s.saturation=-0.6&s.brightness=-0.8&flip=x&w=600""",0.040678
8053,"imageflow_tool v1/querystring --in in/29.jpg --out out/water1931.jpg --command ""s.saturation=-0.7&s.contrast=0.7&h=200""",0.090414
8054,"imageflow_tool v1/querystring --in in/11.jpg --out out/water1930.jpg --command ""rotate=90&f.sharpenwhen=always&f.sharpen=80&w=200""",0.101534
8055,"imageflow_tool v1/querystring --in in/15.jpg --out out/water1929.jpg --command ""format=webp&webp.lossless=true&s.grayscale=sepia&s.grayscale=sepia&flip=x""",0.462856
8056,"imageflow_tool v1/querystring --in in/31.jpeg --out out/water1928.jpg --command ""srotate=90&srotate=270&rotate=90""",0.141019
8057,"imageflow_tool v1/querystring --in in/38.webp --out out/water1927.jpg --command ""srotate=270&format=png&png.quality=10&f.sharpenwhen=always&f.sharpen=80&s.grayscale=sepia""",0.591206
8058,"imageflow_tool v1/querystring --in in/26.jpg --out out/water1959.jpg --command ""s.alpha=0.7&s.saturation=0.1&w=1000&s.saturation=0.5&srotate=90""",10.603085
8059,"imageflow_tool v1/querystring --in in/12.webp --out out/water1926.jpg --command ""format=webp&webp.lossless=true&flip=xy&s.brightness=-0.7&srotate=90&format=jpeg&jpeg.turbo=true""",0.137732
8060,"imageflow_tool v1/querystring --in in/30.jpg --out out/water1925.jpg --command ""f.sharpenwhen=always&f.sharpen=0&flip=x&s.brightness=0.7""",0.046536
8061,"imageflow_tool v1/querystring --in in/21.jpg --out out/water1924.jpg --command ""s.grayscale=true&rotate=270&srotate=90&s.contrast=-0.9""",0.075368
8062,"imageflow_tool v1/querystring --in in/12.webp --out out/water1922.jpg --command ""s.brightness=-0.2&s.saturation=-0.2&flip=x""",0.063098
8063,"imageflow_tool v1/querystring --in in/26.jpg --out out/water1921.jpg --command ""format=jpeg&jpeg.turbo=true&jpeg.quality=40&s.contrast=0.8&s.grayscale=true&s.brightness=-0.9""",0.047557
8064,"imageflow_tool v1/querystring --in in/48.jpg --out out/water1920.jpg --command ""srotate=270&s.saturation=-0.6&format=jpeg&jpeg.turbo=true&jpeg.quality=10&s.brightness=-0.4""",0.026365
8065,"imageflow_tool v1/querystring --in in/37.webp --out out/water1923.jpg --command ""format=webp&webp.lossless=true&s.grayscale=sepia&s.grayscale=true&s.contrast=0.6&rotate=180""",0.680387
8066,"imageflow_tool v1/querystring --in in/37.webp --out out/water1918.jpg --command ""format=png&png.quality=20&s.alpha=0.7&s.contrast=0.7""",0.317492
8067,"imageflow_tool v1/querystring --in in/18.jpeg --out out/water1917.jpg --command ""format=webp&webp.lossless=true&s.alpha=0.1&s.grayscale=sepia&srotate=90""",0.239069
8068,"imageflow_tool v1/querystring --in in/22.jpg --out out/water1916.jpg --command ""w=600&srotate=90&s.grayscale=sepia&s.brightness=1.0""",0.070721
8069,"imageflow_tool v1/querystring --in in/46.webp --out out/water1915.jpg --command ""format=png&png.quality=60&w=200&s.contrast=0.1&h=1000&s.brightness=0.4""",0.09238
8070,"imageflow_tool v1/querystring --in in/23.webp --out out/water1914.jpg --command ""s.grayscale=true&format=webp&webp.lossless=true&srotate=90&f.sharpenwhen=always&f.sharpen=10""",0.282506
8071,"imageflow_tool v1/querystring --in in/3.webp --out out/water1913.jpg --command ""s.saturation=0.7&s.grayscale=sepia&f.sharpenwhen=always&f.sharpen=10&flip=y&f.sharpenwhen=always&f.sharpen=40""",0.087709
8072,"imageflow_tool v1/querystring --in in/waterhouse.jpg --out out/water1919.jpg --command ""format=webp&webp.lossless=true&s.alpha=0.6&s.grayscale=sepia""",2.104609
8073,"imageflow_tool v1/querystring --in in/17.jpeg --out out/water1911.jpg --command ""rotate=90&w=600&s.contrast=-0.1&s.saturation=-0.8&flip=y""",0.054586
8074,"imageflow_tool v1/querystring --in in/45.webp --out out/water1910.jpg --command ""s.contrast=0.4&srotate=270&s.brightness=-0.1""",0.192131
8075,"imageflow_tool v1/querystring --in in/23.webp --out out/water1909.jpg --command ""format=webp&webp.quality=80&s.grayscale=sepia&h=400""",0.108757
8076,"imageflow_tool v1/querystring --in in/41.webp --out out/water1953.jpg --command ""format=jpeg&h=800&s.brightness=0.3&s.saturation=-0.3""",13.263121
8077,"imageflow_tool v1/querystring --in in/11.jpg --out out/water1908.jpg --command ""format=png&f.sharpenwhen=always&f.sharpen=40&s.brightness=0.3&s.grayscale=sepia""",0.101454
8078,"imageflow_tool v1/querystring --in in/40.webp --out out/water1907.jpg --command ""s.grayscale=sepia&rotate=90&h=200&h=600""",0.039446
8079,"imageflow_tool v1/querystring --in in/24.jpg --out out/water1906.jpg --command ""format=webp&webp.quality=60&s.grayscale=true&s.grayscale=true""",0.042594
8080,"imageflow_tool v1/querystring --in in/41.webp --out out/water1905.jpg --command ""s.grayscale=true&s.grayscale=sepia&s.saturation=-0.9""",0.102064
